City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dongning,CN,44.0622,131.1207,46.04,63,46,8.12,scattered clouds
346,Ewa Beach,US,21.3156,-158.0072,84.15,57,75,23.02,broken clouds
347,Athabasca,CA,54.7169,-113.2854,45.01,75,100,15.66,overcast clouds
348,Shingu,JP,33.7333,135.9833,62.31,33,99,2.35,overcast clouds
349,Ibra,OM,22.6906,58.5334,74.32,53,0,1.74,clear sky
350,Poum,NC,-20.2333,164.0167,78.87,77,10,2.57,clear sky
351,Serenje,ZM,-13.2325,30.2352,55.56,76,2,11.54,clear sky
352,Mount Isa,AU,-20.7333,139.5,74.97,60,10,8.05,clear sky
353,Qianguo,CN,45.1171,124.8568,49.66,47,12,6.6,few clouds
354,Beyneu,KZ,45.3167,55.2,60.28,48,7,16.44,clear sky
355,Polunochnoye,RU,60.8697,60.4153,21.79,91,31,4.99,scattered clouds
356,Hirado,JP,33.3597,129.5531,60.35,47,100,12.03,overcast clouds
357,Rawson,AR,-43.3002,-65.1023,50.81,63,100,9.44,overcast clouds
358,Shimoda,JP,34.6667,138.95,60.1,75,100,9.42,overcast clouds
359,Itoman,JP,26.1247,127.6694,64.42,86,75,10.36,light rain
360,Concordia,AR,-31.393,-58.0209,59.79,67,63,3.0,broken clouds
361,Pevek,RU,69.7008,170.3133,18.25,70,97,8.05,overcast clouds
362,La Ronge,CA,55.1001,-105.2842,37.65,52,20,6.91,few clouds
363,Gao,ML,16.6362,1.637,85.35,13,57,12.28,broken clouds
364,Fairbanks,US,64.8378,-147.7164,54.3,33,20,9.22,few clouds
365,Chimore,BO,-16.9833,-65.1333,73.54,88,100,3.13,overcast clouds
366,Sidi Ali,DZ,36.0998,0.4206,63.21,46,37,1.3,scattered clouds
367,Olinda,BR,-8.0089,-34.8553,78.53,89,75,4.61,broken clouds
368,Apiai,BR,-24.5094,-48.8425,61.9,87,33,3.31,scattered clouds
369,Lugo,ES,43.0,-7.5,50.92,95,95,2.24,overcast clouds
370,Tanete,ID,-3.9443,119.7848,80.55,82,73,8.12,broken clouds
371,Christchurch,NZ,-43.5333,172.6333,65.32,79,99,6.91,overcast clouds
372,Pemangkat,ID,1.1667,108.9667,78.51,88,99,5.86,overcast clouds
373,Lovozero,RU,68.005,35.0117,16.79,94,81,5.53,broken clouds
374,Bathsheba,BB,13.2167,-59.5167,79.41,83,20,11.5,few clouds
375,Winneba,GH,5.3511,-0.6231,80.38,84,97,6.17,overcast clouds
376,Manta,EC,-0.95,-80.7333,78.58,78,75,8.05,broken clouds
377,Kalmunai,LK,7.4167,81.8167,79.02,83,96,3.74,overcast clouds
378,Mobai,SL,7.9944,-10.7511,74.89,92,100,1.88,light rain
379,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.22,86,64,6.11,broken clouds
380,Ambilobe,MG,-13.2,49.05,72.39,97,27,2.95,scattered clouds
381,Touros,BR,-5.1989,-35.4608,79.47,82,94,10.92,overcast clouds
382,Davenport,US,41.5236,-90.5776,53.47,71,100,20.71,overcast clouds
383,Hobyo,SO,5.3505,48.5268,84.07,72,100,17.58,light rain
384,San Policarpo,PH,12.1791,125.5072,82.58,74,98,7.78,overcast clouds
385,Puerto Suarez,BO,-18.95,-57.8,82.78,39,81,3.29,broken clouds
386,Half Moon Bay,US,37.4636,-122.4286,78.89,69,0,24.16,haze
387,Shaoyang,CN,27.2315,111.4525,58.26,75,88,2.64,overcast clouds
388,Makakilo City,US,21.3469,-158.0858,82.72,58,75,23.02,broken clouds
389,Almaznyy,RU,48.0448,40.045,41.41,62,84,7.02,broken clouds
390,Griffith,US,41.5284,-87.4237,52.39,74,100,13.8,overcast clouds
391,Constitucion,CL,-35.3333,-72.4167,53.82,76,100,7.96,overcast clouds
392,Neiafu,TO,-18.65,-173.9833,86.68,79,75,6.91,broken clouds
393,Atar,MR,20.5169,-13.0499,83.98,12,0,10.04,clear sky
394,Clyde River,CA,70.4692,-68.5914,8.83,85,100,13.8,light snow
395,Urucui,BR,-7.2294,-44.5561,79.34,59,21,3.27,few clouds
396,Gravdal,NO,68.1214,13.5031,36.01,83,95,19.1,light rain
397,Naifaru,MV,5.4444,73.3657,85.14,75,69,16.91,broken clouds
398,Oliva,ES,38.9197,-0.1194,63.66,85,90,5.99,overcast clouds
399,Camacha,PT,33.0833,-16.3333,60.22,77,40,11.5,scattered clouds
400,Casablanca,MA,33.5928,-7.6192,59.22,83,0,6.24,clear sky
401,Cockburn Town,TC,21.4612,-71.1419,76.96,78,75,17.27,broken clouds
402,Korla,CN,41.7597,86.1469,58.41,28,13,3.87,few clouds
403,Leningradskiy,RU,69.3833,178.4167,17.69,75,48,9.06,scattered clouds
404,Prado,BR,-17.3411,-39.2208,75.51,81,0,6.49,clear sky
405,Guerrero Negro,MX,27.9769,-114.0611,66.0,65,0,17.98,clear sky
406,Mecca,SA,21.4267,39.8261,81.46,67,2,1.23,clear sky
407,Ejura,GH,7.3856,-1.3562,76.78,78,58,2.95,broken clouds
408,Cidreira,BR,-30.1811,-50.2056,64.83,72,100,7.23,overcast clouds
409,San Andres,CO,12.5847,-81.7006,75.22,100,100,2.3,light intensity drizzle
410,Machesney Park,US,42.3472,-89.039,49.98,82,100,16.11,overcast clouds
411,Klyuchi,RU,52.2667,79.1667,61.05,82,99,7.23,light rain
412,Lander,US,42.833,-108.7307,54.0,55,100,10.36,overcast clouds
413,Dzhebariki-Khaya,RU,62.2167,135.8,40.78,75,77,5.08,broken clouds
414,Maniitsoq,GL,65.4167,-52.9,25.52,79,83,8.84,broken clouds
415,Zemio,CF,5.0314,25.1361,68.22,95,90,3.65,overcast clouds
416,Port Lincoln,AU,-34.7333,135.8667,62.24,77,0,11.45,clear sky
417,Yokaichiba,JP,35.7,140.55,55.72,71,75,6.91,broken clouds
418,Veshenskaya,RU,49.6303,41.7334,39.74,59,5,6.29,clear sky
419,Bonavista,CA,48.6499,-53.1147,37.22,96,100,4.43,overcast clouds
420,Nybro,SE,56.7446,15.9071,38.05,82,20,4.99,few clouds
421,Tautira,PF,-17.7333,-149.15,79.52,74,37,7.65,light rain
422,Sioux Lookout,CA,50.1001,-91.917,39.27,93,100,3.44,mist
423,Port Hardy,CA,50.6996,-127.4199,53.78,66,100,13.8,overcast clouds
424,Maroantsetra,MG,-15.4333,49.7333,75.06,90,97,1.57,overcast clouds
425,Utete,TZ,-7.986,38.758,70.57,94,43,2.3,scattered clouds
426,Sabzevar,IR,36.2126,57.6819,63.07,66,86,2.21,light rain
427,Egvekinot,RU,66.3167,-179.1667,17.24,63,18,4.79,few clouds
428,Tekirdag,TR,40.978,27.5085,49.35,92,24,9.46,few clouds
429,Vanderhoof,CA,54.0166,-124.0198,54.27,55,100,3.69,overcast clouds
430,Aripuana,BR,-9.1667,-60.6333,74.91,90,85,1.81,overcast clouds
431,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.6,82,7,12.88,clear sky
432,Bardiyah,LY,31.7561,25.0865,68.52,60,100,20.18,overcast clouds
433,Carmen,MX,18.6333,-91.8333,87.84,70,20,13.8,few clouds
434,Kerman,IR,30.2832,57.0788,57.06,47,20,4.61,few clouds
435,Itaquyry,PY,-24.9333,-55.2167,68.68,96,14,2.46,few clouds
436,Hauterive,FR,46.0901,3.4459,47.16,93,55,1.21,broken clouds
437,Namatanai,PG,-3.6667,152.4333,84.85,68,33,7.16,scattered clouds
438,Charlestown,AU,-32.95,151.6667,65.82,94,32,1.01,scattered clouds
439,Ormond Beach,US,29.2858,-81.0559,77.29,73,0,11.5,clear sky
440,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,81,40,3.44,scattered clouds
441,Snezhnogorsk,RU,69.1933,33.2531,26.38,93,96,3.85,overcast clouds
442,Rocha,UY,-34.4833,-54.3333,53.55,75,16,6.87,few clouds
443,Akhtanizovskaya,RU,45.32,37.1,50.47,87,78,12.73,broken clouds
444,Yashkul,RU,46.1711,45.3435,56.05,43,96,17.31,overcast clouds
445,Guerrero,MX,17.6667,-100.0,84.6,29,81,5.35,broken clouds
446,Roebourne,AU,-20.7833,117.1333,80.1,50,99,15.61,overcast clouds
447,Rundu,NA,-17.9333,19.7667,64.02,47,47,3.44,scattered clouds
448,Hami,CN,42.8,93.45,62.89,11,2,6.73,clear sky
449,Novikovo,RU,51.1537,37.8879,40.46,61,50,3.13,scattered clouds
450,Conselheiro Pena,BR,-19.1722,-41.4722,74.53,72,55,3.18,broken clouds
451,Kulhudhuffushi,MV,6.6221,73.07,84.97,75,89,13.85,overcast clouds
452,Izhma,RU,65.0083,53.9113,21.79,94,83,4.36,broken clouds
453,Quelimane,MZ,-17.8786,36.8883,73.35,88,40,2.3,scattered clouds
454,Sesimbra,PT,38.4445,-9.1015,59.27,84,1,14.2,clear sky
455,Arys,KZ,42.4252,68.795,66.85,40,62,9.64,broken clouds
456,Baykit,RU,61.67,96.37,29.88,78,77,3.42,broken clouds
457,Beringovskiy,RU,63.05,179.3167,18.88,76,64,15.61,broken clouds
458,Pirojpur,BD,22.5667,89.9833,79.95,82,81,3.78,broken clouds
459,Sangar,RU,63.9242,127.4739,34.92,87,100,17.4,snow
460,Lebu,CL,-37.6167,-73.65,52.54,90,13,14.65,few clouds
461,Sitka,US,57.0531,-135.33,46.29,76,100,18.41,light rain
462,Atbasar,KZ,51.8,68.3333,44.89,80,45,10.13,scattered clouds
463,Vanimo,PG,-2.6741,141.3028,80.08,88,98,7.85,overcast clouds
464,Faanui,PF,-16.4833,-151.75,81.21,72,18,9.42,few clouds
465,Broome,US,42.2506,-75.833,57.97,56,100,9.22,overcast clouds
466,Gvarv,NO,59.3875,9.1737,45.59,71,75,3.62,broken clouds
467,Turkan,AZ,40.3639,50.215,57.38,82,0,18.41,clear sky
468,Eyl,SO,7.9803,49.8164,83.05,75,100,7.31,light rain
469,Mahibadhoo,MV,3.7833,72.9667,84.96,75,99,19.64,overcast clouds
470,Gizo,SB,-8.103,156.8419,84.43,69,23,3.2,few clouds
471,Mackay,AU,-21.15,149.2,77.68,78,40,16.11,scattered clouds
472,North Bend,US,43.4065,-124.2243,68.23,81,0,10.36,clear sky
473,Burnie,AU,-41.0667,145.9167,61.95,79,98,12.62,overcast clouds
474,Prachuap Khiri Khan,TH,12.2167,99.75,81.68,83,100,2.73,overcast clouds
475,Cangzhou,CN,38.3167,116.8667,64.38,33,4,5.32,clear sky
476,Anadyr,RU,64.75,177.4833,23.5,79,0,8.95,clear sky
477,Lodja,CD,-3.4833,23.4333,65.64,99,100,1.81,overcast clouds
478,Florida,US,28.7505,-82.5001,80.58,70,0,0.0,clear sky
479,Yurga,RU,55.7231,84.8861,41.9,86,100,3.83,moderate rain
480,Noumea,NC,-22.2763,166.4572,85.98,99,51,13.35,broken clouds
481,Verkhnevilyuysk,RU,63.4453,120.3167,23.97,68,100,13.53,overcast clouds
482,Ostrovnoy,RU,68.0531,39.5131,14.77,93,51,8.48,broken clouds
483,Alice Springs,AU,-23.7,133.8833,62.15,51,34,10.36,scattered clouds
484,Buin,CL,-33.7333,-70.75,62.74,55,1,1.99,clear sky
485,Shelburne,CA,44.0787,-80.2041,48.96,90,100,9.78,overcast clouds
486,Galveston,US,29.3669,-94.9669,84.31,83,75,17.27,broken clouds
487,Plettenberg Bay,ZA,-34.0527,23.3716,57.58,79,0,2.68,clear sky
488,Kabo,CF,7.6994,18.629,75.51,62,97,4.94,overcast clouds
489,Nouadhibou,MR,20.931,-17.0347,66.18,88,0,12.66,clear sky
490,Bucksport,US,44.5737,-68.7956,50.04,81,91,4.81,overcast clouds
491,Jalu,LY,29.0331,21.5482,77.99,34,99,23.69,overcast clouds
492,Lasa,IT,46.6166,10.7002,49.08,90,85,3.51,overcast clouds
493,Ishinomaki,JP,38.4167,141.3,53.6,64,1,12.44,clear sky
494,Portree,GB,57.4129,-6.1942,45.52,93,87,7.56,overcast clouds
495,Celestun,MX,20.8667,-90.4,82.06,69,54,16.37,broken clouds
496,Maxixe,MZ,-23.8597,35.3472,67.17,86,16,7.29,light rain
497,Kisanga,TZ,-7.4362,37.7034,73.35,85,76,3.49,broken clouds
498,Colares,PT,38.7992,-9.4469,59.29,69,30,24.0,scattered clouds
499,Matara,LK,5.9485,80.5353,78.64,90,95,11.03,overcast clouds
500,Cap Malheureux,MU,-19.9842,57.6142,73.47,81,3,7.38,clear sky
501,Richards Bay,ZA,-28.783,32.0377,61.52,80,0,6.82,clear sky
502,Kampot,KH,10.6167,104.1833,77.05,83,100,3.22,overcast clouds
503,Deputatskiy,RU,69.3,139.9,29.61,79,91,1.01,overcast clouds
504,Pauini,BR,-7.7136,-66.9764,76.82,83,77,1.72,broken clouds
505,Dingle,PH,10.9995,122.6711,82.67,74,99,7.43,overcast clouds
506,Dicabisagan,PH,17.0818,122.4157,82.06,75,93,3.2,overcast clouds
507,Diu,IN,20.7141,70.9822,80.89,91,0,11.43,clear sky
508,Biskamzha,RU,53.4497,89.5272,53.94,54,96,2.13,overcast clouds
509,Riyadh,SA,24.6877,46.7219,80.74,18,41,8.14,scattered clouds
510,Alyangula,AU,-13.8483,136.4192,82.27,78,10,0.0,clear sky
511,Kankan,GN,10.3854,-9.3057,81.3,57,89,4.74,overcast clouds
512,Sumbe,AO,-11.2061,13.8437,76.01,90,7,6.87,clear sky
513,Phan Thiet,VN,10.9333,108.1,80.11,83,98,2.13,overcast clouds
514,Srednekolymsk,RU,67.45,153.6833,32.65,100,100,3.11,overcast clouds
515,Mina,MX,26.0011,-100.5299,90.81,41,56,21.77,broken clouds
516,Lebyazhye,RU,55.2689,66.4947,38.62,91,37,8.16,scattered clouds
517,Camocim,BR,-2.9022,-40.8411,77.31,89,85,10.13,overcast clouds
518,Xichang,CN,27.8964,102.2634,48.69,76,100,3.24,overcast clouds
519,San Cristobal,VE,7.7669,-72.225,78.98,94,74,3.04,broken clouds
520,Palmer,US,42.1584,-72.3287,66.61,29,20,6.91,few clouds
521,Romani,RO,46.7833,26.6833,51.53,78,67,2.53,light rain
522,Annan,GB,54.9884,-3.2565,51.98,93,100,3.58,overcast clouds
523,Itaporanga,BR,-7.3044,-38.1503,78.03,64,92,5.32,overcast clouds
524,Luderitz,NA,-26.6481,15.1594,71.56,26,0,9.4,clear sky
525,Neuquen,AR,-38.9516,-68.0591,55.29,58,0,2.3,clear sky
526,Mpulungu,ZM,-8.7623,31.1141,70.03,80,57,7.25,broken clouds
527,Remontnoye,RU,46.5614,43.6501,51.31,59,100,16.35,overcast clouds
528,Margate,GB,51.3813,1.3862,51.69,70,100,2.93,overcast clouds
529,Kesan,TR,40.8558,26.6303,45.28,95,15,7.72,few clouds
530,Brae,GB,60.3964,-1.353,47.55,92,100,7.02,overcast clouds
531,Vidim,RU,56.4088,103.1106,35.15,85,100,8.1,overcast clouds
532,Vostok,RU,46.4856,135.8833,38.7,64,99,4.45,overcast clouds
533,Rio Grande,BR,-32.035,-52.0986,52.95,76,0,10.09,clear sky
534,Oksfjord,NO,70.2396,22.3479,33.01,89,96,6.62,light snow
535,Jertih,MY,5.7336,102.4897,78.55,90,100,2.82,overcast clouds
536,Raha,IN,26.2333,92.5167,72.0,84,99,5.28,overcast clouds
537,Mezen,RU,65.8522,44.24,20.89,96,61,5.39,broken clouds
538,Sao Bernardo,BR,-3.3614,-42.4178,74.98,95,85,3.2,light rain
539,Chepareria,KE,1.3077,35.2039,60.44,90,96,3.11,light rain
540,Thinadhoo,MV,0.5333,72.9333,84.94,75,95,18.43,overcast clouds
541,Aswan,EG,24.0934,32.907,83.5,14,0,8.05,clear sky
542,Rosetown,CA,51.5501,-108.0014,58.66,28,97,8.05,overcast clouds
543,Merauke,ID,-8.4667,140.3333,79.02,89,96,11.79,overcast clouds
544,Dire,ML,12.2833,-10.9667,89.44,33,72,2.33,broken clouds
545,Rabo De Peixe,PT,37.8,-25.5833,65.28,74,75,6.91,broken clouds
546,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.95,95,99,6.31,overcast clouds
547,Nayoro,JP,44.3506,142.4578,42.64,91,100,2.04,overcast clouds
548,Zhengjiatun,CN,43.5064,123.5064,48.13,51,7,4.83,clear sky
549,Homer,US,59.6425,-151.5483,46.29,71,100,20.71,overcast clouds
550,Port Macquarie,AU,-31.4333,152.9167,69.89,66,90,2.86,overcast clouds
551,Elat,IL,29.5581,34.9482,75.04,23,0,6.91,clear sky
552,Jamtara,IN,23.95,86.8,77.83,81,24,5.44,few clouds
553,Dongli,CN,23.5656,116.8194,62.58,100,100,8.95,overcast clouds
554,Qixia,CN,37.2975,120.8256,60.33,26,44,7.52,scattered clouds
555,Estevan,CA,49.1334,-102.9842,57.54,35,0,14.97,clear sky
556,Mundra,IN,22.85,69.7333,81.95,82,1,11.18,clear sky
557,Festus,US,38.2206,-90.396,73.31,61,31,8.88,scattered clouds
558,Ariquemes,BR,-9.9133,-63.0408,74.43,92,61,2.35,broken clouds
559,Qandala,SO,11.472,49.8728,85.95,70,2,3.98,clear sky
560,Buriti Alegre,BR,-18.14,-49.0403,67.62,42,2,2.62,clear sky
561,Mandera,KE,3.9366,41.867,75.56,79,100,10.89,overcast clouds
562,George,ZA,-33.963,22.4617,49.55,93,0,3.44,clear sky
563,Weatherford,US,32.7593,-97.7972,82.06,72,100,14.03,overcast clouds
564,Asau,RO,46.4333,26.4,43.72,100,68,2.73,broken clouds
565,Inirida,CO,3.8653,-67.9239,73.65,97,38,1.9,scattered clouds
566,Smidovich,RU,48.6,133.8167,44.04,59,100,6.6,overcast clouds
567,Ust-Maya,RU,60.4167,134.5333,42.26,69,63,12.33,broken clouds
568,Moindou,NC,-21.6924,165.677,80.29,72,4,4.54,clear sky
569,Shchigry,RU,51.8755,36.9043,35.42,62,31,3.8,scattered clouds
570,Aykhal,RU,66.0,111.5,18.43,84,18,11.52,few clouds
571,Pontian Kecil,MY,1.4801,103.3899,75.52,86,100,6.24,overcast clouds
572,Kuliyapitiya,LK,7.4688,80.0401,83.88,93,95,3.78,overcast clouds
573,Sal Rei,CV,16.1833,-22.9167,70.43,82,0,14.09,clear sky
574,Williston,US,48.147,-103.618,59.81,36,90,4.0,overcast clouds
575,Kaabong,UG,3.4836,34.1492,63.18,93,66,4.61,moderate rain
576,Olavarria,AR,-36.8927,-60.3225,53.02,68,38,9.82,scattered clouds
577,Eregli,TR,37.5133,34.0467,49.59,86,9,5.3,clear sky
578,Kindu,CD,-2.95,25.95,69.3,95,100,3.69,overcast clouds
579,Cartagena,CO,10.3997,-75.5144,82.02,83,40,9.22,scattered clouds
580,Dubti,ET,11.7361,41.0853,86.88,45,3,9.06,clear sky
581,Zarubino,RU,42.63,131.0922,44.47,66,66,8.1,broken clouds
582,Alofi,NU,-19.0595,-169.9187,84.09,79,100,8.05,overcast clouds
583,Saravan,AM,39.7196,45.6483,44.71,85,100,6.02,overcast clouds
584,Tornio,FI,65.8481,24.1466,33.82,94,100,7.74,light snow
585,Ossora,RU,59.2353,163.0719,30.54,89,72,3.06,broken clouds
586,Dongsheng,CN,39.8161,109.9776,55.22,16,72,12.82,broken clouds
587,Kolosovka,RU,56.4678,73.611,35.04,99,100,6.15,overcast clouds
588,Porto Walter,BR,-8.2686,-72.7439,78.15,79,88,1.57,overcast clouds
589,Bridlington,GB,54.0831,-0.1919,53.01,93,100,5.21,overcast clouds
590,Otane,NZ,-39.8833,176.6333,63.01,56,90,1.5,overcast clouds
591,Palauig,PH,15.435,119.9045,84.61,64,81,1.81,broken clouds
592,Tura,IN,25.5198,90.2201,69.66,95,98,4.52,overcast clouds
593,Mumbwa,ZM,-14.9783,27.0619,57.18,73,0,5.61,clear sky
594,Kieta,PG,-6.2167,155.6333,85.35,68,96,3.83,overcast clouds
595,Erdenet,MN,49.0333,104.0833,55.4,25,77,3.15,broken clouds
596,Coronado,US,32.6859,-117.1831,72.77,77,100,13.8,overcast clouds
597,Dire Dawa,ET,9.5931,41.8661,74.44,60,95,4.56,overcast clouds
598,Port-Gentil,GA,-0.7193,8.7815,82.36,83,40,9.22,scattered clouds
599,Ouegoa,NC,-20.35,164.4333,81.39,74,22,9.08,few clouds
600,Chekmagush,RU,55.1319,54.6556,32.5,60,1,6.44,clear sky
601,Kalispell,US,48.1958,-114.3129,61.32,42,100,5.75,overcast clouds
602,Balkhash,KZ,46.844,74.9804,63.43,49,100,10.07,overcast clouds
603,Aguascalientes,MX,21.8833,-102.3,85.95,8,75,14.97,broken clouds
604,Juegang,CN,32.3174,121.1855,65.95,64,39,12.15,scattered clouds
605,Banjar,ID,-8.19,114.9675,80.83,82,99,3.56,overcast clouds
606,Kayerkan,RU,69.3497,87.7602,19.53,100,98,11.07,light snow
607,Posse,BR,-14.0931,-46.3694,73.04,46,35,2.19,scattered clouds
608,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,77.59,71,84,2.59,broken clouds
609,Dakar,SN,14.6937,-17.4441,68.88,100,0,6.91,clear sky
610,Kaspiyskiy,RU,45.3929,47.3707,59.27,58,99,18.61,overcast clouds
611,Fougamou,GA,-1.2154,10.5838,72.75,99,99,1.41,moderate rain
612,Ambulu,ID,-8.345,113.6058,79.05,85,82,2.42,broken clouds
613,Anchorage,US,61.2181,-149.9003,56.41,39,75,18.41,shower rain
614,Dandong,CN,40.1292,124.3947,52.11,41,0,12.1,clear sky
615,Lerik,AZ,38.7726,48.4128,48.92,92,99,2.59,overcast clouds
616,Auray,FR,47.6703,-2.9918,55.74,75,100,10.87,overcast clouds
617,Alghero,IT,40.5589,8.3181,51.89,100,0,1.14,clear sky
618,Uruzgan,AF,32.8333,66.0,68.92,32,100,1.59,overcast clouds
619,Mangrol,IN,21.1167,70.1167,81.77,88,1,9.01,clear sky
620,Bay-Khaak,RU,51.1667,94.5,55.58,32,69,3.47,broken clouds
621,Verkh-Chebula,RU,56.0308,87.6218,42.33,80,100,3.94,overcast clouds
622,Xuddur,SO,4.1213,43.8894,72.21,86,99,10.16,overcast clouds
623,Sernovodskoye,RU,43.3158,45.1637,54.16,90,100,2.98,overcast clouds
624,Kununurra,AU,-15.7667,128.7333,85.98,42,25,11.5,scattered clouds
625,Pangody,RU,65.85,74.4859,18.45,97,100,2.01,overcast clouds
626,Wadi Musa,JO,30.3222,35.4793,56.64,34,2,6.44,clear sky
627,Dubuque,US,42.4833,-90.8668,49.82,69,100,23.02,overcast clouds
628,Suicheng,CN,33.8963,117.9331,61.02,47,0,9.69,clear sky
629,Turan,VN,16.0678,108.2208,76.98,69,75,6.91,broken clouds
630,Pinawa,CA,50.1489,-95.8811,34.59,96,100,11.61,overcast clouds
631,Mahon,ES,39.8885,4.2658,55.96,94,20,4.61,few clouds
632,Manokwari,ID,-0.8667,134.0833,79.56,81,100,2.01,overcast clouds
633,Dudinka,RU,69.4058,86.1778,20.62,96,96,10.38,overcast clouds
634,Nichinan,JP,31.6,131.3667,60.48,59,100,1.32,overcast clouds
635,Omboue,GA,-1.5746,9.2618,78.91,88,94,4.85,light rain
636,Pisco,PE,-13.7,-76.2167,66.25,77,0,17.27,clear sky
637,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,75,2.53,broken clouds
638,Tymovskoye,RU,50.8456,142.655,40.03,76,53,5.39,broken clouds
639,Chumikan,RU,54.7183,135.315,32.2,89,94,6.82,overcast clouds
640,Aktash,RU,50.3,87.7333,37.36,42,70,5.88,broken clouds
641,Jasdan,IN,22.0333,71.2,80.89,75,0,14.7,clear sky
642,Hakkari,TR,37.5833,44.1667,44.38,100,75,4.61,light intensity shower rain
643,Cuamba,MZ,-14.8031,36.5372,61.66,93,3,5.75,clear sky
644,Arman,RU,59.7,150.1667,43.02,77,43,4.32,scattered clouds
645,Manuk Mangkaw,PH,4.8,119.85,83.07,78,92,6.11,overcast clouds
646,Pitanga,BR,-24.7572,-51.7614,60.84,95,34,2.51,scattered clouds
647,Kyaikkami,MM,16.08,97.5675,81.86,79,89,1.05,overcast clouds
648,Xining,CN,36.6167,101.7667,37.15,57,1,3.4,clear sky
649,Tsabong,BW,-26.0217,22.401,62.6,37,0,10.16,clear sky
650,Abu Dhabi,AE,24.4667,54.3667,78.96,61,0,6.91,clear sky
651,Progreso,MX,21.2833,-89.6667,87.91,78,8,16.35,clear sky
652,Lons-Le-Saunier,FR,46.75,5.75,46.18,90,32,3.67,scattered clouds
653,Benicarlo,ES,40.4165,0.4271,63.9,72,53,4.92,light rain
654,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.74,99,92,1.36,overcast clouds
655,Tala,EG,30.6803,30.9429,61.07,73,50,4.23,scattered clouds
656,Missungwi,TZ,-2.85,33.0833,67.73,94,87,5.41,light rain
657,Nautla,MX,20.2167,-96.7833,82.8,79,42,16.46,scattered clouds
658,Velizh,RU,55.6056,31.1967,38.46,70,100,3.36,overcast clouds
659,Acaponeta,MX,22.4964,-105.3594,87.42,28,23,7.09,few clouds
660,Sekoma,BW,-24.4,23.8833,62.37,55,0,10.38,clear sky
661,Ilhabela,BR,-23.7781,-45.3581,73.44,85,14,2.51,few clouds
662,Alberton,CA,46.8168,-64.0654,35.73,97,100,16.24,overcast clouds
663,Chapais,CA,49.7834,-74.8492,55.18,93,66,5.23,broken clouds
664,Tougan,BF,13.0667,-3.0667,90.72,34,88,6.69,overcast clouds
665,Faya,SA,18.3851,42.4509,64.51,54,29,2.89,scattered clouds
666,Porto Torres,IT,40.835,8.3972,51.98,89,7,4.09,clear sky
667,Amapa,BR,1.0,-52.0,72.75,98,97,1.52,overcast clouds
668,Birao,CF,10.2849,22.7882,83.17,32,63,7.65,broken clouds
669,Rusne,LT,55.2964,21.3758,39.97,92,3,5.88,clear sky
670,Uzventis,LT,55.7803,22.6547,41.07,97,39,5.28,scattered clouds
